Stream Item Text;KAT
"Prøv også lige at tjekke denne her....??. Jette GrimstrupPREBEN, PREBEN, PREBEN DOG….!!!!!Lad mig allerførst undskylde til alle, der hedder Preben. Jeg kan ikke helt huske årsagen til, at navnet Preben er blevet prügelknabe i vores program. Tror nok det var noget Hella begyndte med, men jeg er ikke sikker. Det er bare sådan, det er blevet med Preben, og jeg har ikke tænkt mere over det. Men det har en af vores lyttere Nina. Hun er kernelytter, og som I kan læse her, så har hun helt styr på Preben. Så tak for listen Nina…og igen…..Undskyld ”Preben”.God torsdag//MadsMail fra Nina Dahl FlensborgHej Mads. Jeg er trofast lytter af Mads & Monopolet og er så heldig at jeg har mulighed for at høre jeres podcasts på arbejde. Derfor har jeg været igennem ALLE jeres gamle podcasts og har henad vejen skrevet ned hver gang den kære ""Preben"" er blevet nævnt. Tænkte det kunne være lidt sjovt for jer og lytterne at høre hvad ""Preben"" har været igennem.- Preben har været utro med sin vens kone - ""Det er bare fordi.. Noget med Preben"" siger en grædende kæreste som er gravid og har en steril kæreste og nok været sammen med Preben- Preben er alle fædre som har børn med kvinder som ikke er deres kone. - Preben vil gerne købe en gammel rustvogn til at sove i efter fester (2011)- Preben vil hellere til svendegilde end spille quidish på svensk liga (2011)- Preben er den perfekte sæddonor  (2011)- Preben tager til lufthavnen for at besøge en veninde/elsker og kæresten klipper billede ud af passet (uge 48 2011)- Navnet Preben blev reserveret og en veninde vil nu have navnet (uge 48 2011)- Preben er en tilfældig fyr i et telt på Roskilde (uge 13 2012)- Preben er et kyssedyr som kysser og har sex med sin gode vens flamme (uge 17 2012)- Preben har været tidligere ”medleger"" til et stykke sex legetøj. (Uge 21 2012)- Preben er kæresten til en pige der har været han utro igennem 4-5 år og han ved det ikke (uge 6 2013)- Preben er bøssevennen som er jaloux over at hans venindes kæreste besøger dem på en rejse (uge 8 2013)- Preben er et røvhul da han bliver skilt fra Jytte og har fundet en ny kæreste som vennerne skal møde (uge 11 2013)- Preben er en hankat! Og han skal spises (uge 12 2013)- Preben er stoppet med at ryge og prædiker som det gode liv, men faktisk ryger han stadig (uge 18 2013)- Preben sender nøgenvideo af en klasselærer til drenge der er elever af hende – (2013)- Preben er kæresten til en pige som er forelsket i en flirt hun mødte til Smukfest (uge 33 2013)- Preben er mandestripper og skal til ""kone-aften"", hvor der også kommer to 14-årige piger til opvasken (uge 34 2013)- Preben kan ikke få den op og stå på kommando og vil gerne kunne overraske kæresten (uge 47 2013 - en af de sjoveste dilemmaer EVER)- Preben er et spøgelse som spøger i underetagen i et lejlighedskompleks (Uge 19 2014)- Preben er en af de fyre der gramser Lea på røven (live fra smukfest 2014)- Preben, også kaldet lorte-Preben flirter med Marias mor (uge 35 2014)- Preben har været sammen med hans kærestes roomies veninde (uge 2 2015)- Preben har inviteret Kamilla til bryllup men han ligger nok mere i det end hun gør - PS. Han har er utrolig godt veludrustet- (uge 12 2015)- Preben er swinger og swinger med et par og er blevet venner med konen og det kan manden ikke lide (uge 14 2015)- Preben er stedfar og skide irriterende (uge 16 2015)- Preben får besøg af en pige der har kommunister i lysthuset (uge 19 2015)- Preben bager på Louise på hans egen bryllupsaften (26 2015)- Preben har solgt brugte sko for kollegaen. Han solgte dem for 1600 men sagde at han solgte dem for 1200 (uge 26 2015)- Preben er en idiot. Han kommer ved et uheld til at smide Simons arvs ur i havet (uge 33 2015)- Preben bidrager aldrig til arbejdspladsens fødselsdagskasse, og nu har han snart selv fødselsdag (uge 34 2015)- Mads undskylder til alle der hedder Preben (uge 34 2015)- Preben chatter flirtende med en anden kvinde, på trods af at han har en kæreste som han ikke har fortalt om (uge 34 2015)- Preben arbejder i en restaurant hvor kokke og tjenere drikker dyre vine lige inden lukketid (uge 35 2015)- I Prebens fars side af familien er der handikappede gener, men ham og kæresten vil gerne have børn (uge 37 2015)- Preben (prebse) har ikke prøvet så meget seksuelt som hans kæreste har…..gangbang, spanking osv (uge 39 2015)- Prebens arbejde har morgenmadsordning og nogle vil ikke være med pga. de er på kur men spiser gerne resterne (uge 39 2015)- Prebens kæreste køber gaver til han som han ikke kan lide (uge 40 2015)- Preben har drevet alle hans nye kones børn ud af huset (uge 41 2015)- Preben har en bonussøn han mener burde flytte hjemmefra eller tage mere initiativ (uge 43 2015)-  Preben har en for stor diller og den skaber problemer (uge 47 2015)- Preben får kørekort af hans forældre hvis han ikke ryger, men det gør han når han fester (uge 49 2015)- Preben er utro og har et barn med hende og ser dem uden kæresten ved det. (uge 49 2015)- Prebens nye kones piger (to af dem) vil ikke holde jul med ham (uge 50 2015)- Preben har haft en trekant med brudens søster og søsteren syntes det ville være pinligt at han kom med til brylluppet (Uge 2 1016)- Preben har skrevet til Thomas at han har ødelagt han liv da han var sammen med Prebens kæreste og hun fik tvillinger- Preben har købt et par stramme bukser som kæresten ikke kan lide (uge 6 2015)- Preben har en kæreste han ikke elsker mere, men de er ved at adoptere et barn (uge 7 2016)- Preben har haft en affære med Peters kæreste, de går alle på studie sammen og der er fest (uge 8 2016)- Preben blev forelsket i sin (nu eks) kærestes søster og er nu sammen efter de gik fra hinanden (uge 9 2016)- Preben er inviteret til hans svogers polterabend, men har allerede lavet en anden aftale (uge 10 2016)Håber i syntes det er lige så sjovt som mig at kigge igennem Tak for et fantastisk program! Keep up the good work! Med venlig hilsen Nina";ANDET
Hvordan skal folk uden job, have råd til at købe lego.?.;ANDET
Janni Nielsen Enemark kan være de kommer efter os ????;ANDET
Indfør en særlig SU-regel for udenlandske studerende - hvor der ikke er mulighed for at låne af den danske stat.;ANDET
ja det er så hahahah;ANDET
Ja selvfølgelig - det var jo også dem der leveret IC3 togene - hvem er nu blevet pudret i røven af danske politikere ??????????;ANDET
Kære Caroline......Selvfølgelig skal i tage af sted og sige farvel til jeres far   ....Tro mig...man er ked resten af sit liv hvis man ikke gør det;ANDET
Jo jo den er god nok!;ANDET
dejligt fokus kom lidt væk fra de Radigale...;ANDET
Rød betyder svag og noget fanden har skabt.Godt vi har VENSTRE og DANSK FOLKEPARTI.Nå ja og Inger Støjberg.;ANDET
Søren Dalgaard Er det ikke bare herligt :D;ANDET
Jeg tager mit spøgelseskostume på i byen som protest!;ANDET
Hun skal bare betale som alle andre må, og så jan hun ellers tage sit tøj og gå bagefter!;ANDET
Henrik Vincent Persson ..du kan heller ikke lovgive dig fri for fundamentalistiske religiøse tosser...??;ANDET
Det er jo stadigvæk voldsom sjovt! Nicolai A. Kjær Natasha Dixon ????;ANDET
Sofie Elisabeth Hestbech Mathilde Vivi Feveile Sarah Køhler ???? hvor er hun sød!;ANDET
De kan nok tåle at det kører.;ANDET
"Ikke mange der tager den siddende! Fra torsdagens ""optur""...";ANDET
Kommer ikke til at ske. Tumperne fra venstrefløjs segmentet har ikke forstået det. Endnu..;ANDET
Så fik Ålen igen omtale, hvornår lærer i det. - Han tager jer et hvis sted.;ANDET
Tirsdag 31. oktober 17.15-18.00 kan du overvære tv-optagelserne til et helt nyt tv-program på DR1, “Danmarks Bedste Portrætmaler”.  Det første program i serien optages nemlig i morgen på Koldinghus. Her skal 6 kunstnere portrættere 2 kendte danskere og finalist nummer 1 skal findes. Ane Cortzen er studievært og dommerkomiteen består af Bente Scavenius, Simone Åberg Kærn og Jesper Elg.  Fra kl. 17.15 – 18.00 vil dommerne gennemgå 6 portrætmalerier og kåre den finalist, der går videre. Du er velkommen på slottet fra 17.15-18.00, hvis du vil overvære voteringen og optagelserne til programmet Mh Koldinghus;ANDET
Hvis man virkelig har børnenes tarv i tankerne, og forældrene er nægtet asyl eller ophold i landet fordi - som det lyder til at være tilfældet i videoen - det land de kommer fra ikke er belastet og familien sagtens kan vende hjem, synes jeg man skal tvinge familierne i et fly og sende dem hjem. Det vil være billigere for Danmark i længden. I min optik, så er det latterligt at udskyde det. Vi har et ansvar overfor de beslutninger vi træffer.;ANDET
Sophus Fuglsang Daniel Aggerholm Mathias Alexander Bennick;ANDET
Jesper Kikkenborg Andreas Gutiu Høgsberg Lukas Neumann !! Kamma er tilbage ??;ANDET
Anna Ellesøe Kjelstrup Melena Kjelstrup;ANDET
Det vidste jeg godt;ANDET
En lille opfordring til DR jeres indlæg er simple overfladiske, og resultatet er borger som ikke fanger det store overblik, vi taber vores velfærd og forstand brug heller mere tid på dybdegående indlæg og fremme danskers forståelse af verdens situationen .;KLAGE
Der er ikke noget galt i, at have Samf på A!;ANDET
Nøffe den udkom da jeg var 11! ??;ANDET
Det er lige meget nu til dags. To ud af ca 2 mill. er da rigeligt til at udtale sig skråsikkert;ANDET
Martin Lausen Støttede Enhedslisten også folkeafstemningen på Krimhalvøen den 16. marts 2014?Eller var den “mere ulovlig” end cataloniernes?;ANDET
"Felix Bondo Jensen dumme kommentarer får dumme svar ;) min kommentar var rettet til Sarah :) ikke alle flygter fra undertrykhed.";ANDET
Kristoffer Vinther Tobias Nielsen så er det slut:/;ANDET
Men hun bør da også trække sig!!! ??;ANDET
Jeg skal så meget se det altså!!! (Også selvom jeg ik spiser kage mere ??);ANDET
Altan tørrede urter og øko elefant lort*;ANDET
Tror det ligger til familien :);ANDET
Anna Krogshede Knudsen Sarah Tran;ANDET
Øv, den kan ellers godt tåle at blive set flere gange.;ANDET
Nej hvad skulle jeg dog med den, jeg har tre sportscykler (motion) bil haves;ANDET
Super stærkt gået samt et godt samarbejde?? kun en psykopat fornægter sandheden men nu er vejen banet for at bure ham inde -;ANDET
Hentyder du til noget bestemt;ANDET
Michael Sass Balthazar-Christensen det er dig.;ANDET
"""Oprørsk"" det er så meget dig! ""Samvittighedsfuld"" det er så meget mig! ????";ANDET
Hvorfor er der også så meget lort på nettet?;ANDET
Hvorfor skal man også have mellem 6 og 12 forskellige fag på en gang i flere år i træk, hvis man nu kørte 2 fag i hel eller halvårs hold så kunne man måske bedre holde styr på de 2 fag og ikke blive forvirret over 10 forskellige emner hver uge. Så blev det hele mere samlet og man kunne ikke trække en tekst i dansk som man lærte om for 2 år siden;ANDET
Hehe hvad er din umiddelbare tanke omkring det?;ANDET
Peter Bjørn From - det modsatte er også tilfældet, når børn, der ikke trives i folkeskolen, tages ind på friskolerne. Friskoler og folkeskoler kan ikke sammenlignes. Der skal være plads til at kunne vælge.;ANDET
Rasmus Thomsen det passer ikke at banen ikke blev kritiseret til derby-kampen. Brøndby var ude med kritik af banen, fordi den ødelagde deres spil - på trods af at de vandt;ANDET
Ja, det kan der være noget om. Men jeg går ikke og taler om hvad jeg tror eller ikke troer på.;ANDET
- jeg gider bare ikke over til Gitte og Brian ??;ANDET
"Christina Langeskov Mattison hahahaha ;-)";ANDET
Rolf Dupont Hansen Hold da op, flere generationer der er skudt i roen ligefrem???? Ikke i min familie i hvert fald.;ANDET
Det skulle han ha tænkt over, inden han lavede disse døds stunt ??;ANDET
Erik Freyberg det er så fordi du ikke har mødt mig.Og ja, jeg har fortid i forsvaret.;ANDET
prøve nu at høre her de radikale er landsforræder de gøre ik noget godt for danmark;ANDET
Christian udfylder du for Kevin? ??;ANDET
Jesper Mührmann-Lund Det er ikke om overbevisning! Det er om beviser! Og Du er et klart bevis på en der er blevet hjernevasket med Deadline's løgnhistorier!! Deadline har ikke et eneste bevis på deres påstande! Hvor jeg til gengæld har og ser på de rigtige beviser! Denne tråd her, beviser kun hvor let det er at hjernevaske en hel befolkning!;KLAGE
Mette Poulsen. Det er sgu da ikke min udlægning - nu må du stoppe!! Åben dine øjne. Det kan godt være at Kurt Westergaard ikke mente noget med men IS har! Der er da også mennesker, der er kede af at Jesus er blevet udstillet i pis. Du skal bare lære at respektere dine medmennesker - det er ikke så svært. Btw. Inden du går i selvsving, så er jeg ikke muslim, så spare mig for opremsningen. ??;ANDET
Victor Eilif Kristensen ahhaha;ANDET
Jo! Når FuCK’erne tuder, er alt andet ligegyldigt... ???? Er man kæphøj, må man til tider bukke sig for samme kæp. Troede at mestrene spillede CL?? ????????;ANDET
Melissa Larsen Markus Larsen;ANDET
Berit Linnebjerg Nikolajsen hun går ikke i hijab eller lign men har et tørklæde på hovedet ?? så hvad snakker du om;ANDET
For syv sytten da!;ANDET
Han i nordkorea er lige så blød, som sin forgængere.....;ANDET
Hanne er tydeligvis modstander af personlig frihed. :-(;ANDET
Du fatter det udemærket;ANDET
?????? ja Thomas schmidt;ANDET
Nadin Abou- Harb Nicole Sofie Fejerskov;ANDET
Han og hans meningsfæller bør rejse hjem til Europa;ANDET
KKB får Martin Henriksen til at ligne Gandhi...og blev han iøvrigt ikke knaldet for racisme dengang i 80'erne????;ANDET
Arne Kristensen du skriver. Hvad så med Jesus på korset i et glas pis,    ik nogen musliner udstiller jesus  dette  er forbudt at udstille jesus,for han er en .profet,7. sep. 2014 - Fængslingen af den svenske kunstner Dan Park rejser vanskelige spørgsmål om ... i et glas fyldt med en væske, der angiveligt var kunstnerens egen urin. ... det en symbolsk gengivelse af, hvordan den moderne verden misbruger Jesus. »Piss Christ« er også blevet udstillet i Danmark, på Galleri Ottesen, ...;ANDET
Hvem giver overhovedet den klovn taletid?! Han har utallige gange tilsvinet så mange mennesker at han ikke burde være med i programmet. Hans opførsel er direkte pinlig for Danmarks omdømme!;ANDET
God! Men kan du tagge mig i den første? Den er bedre ??;ANDET
Chima Al-Saadi Zana Simnica;ANDET
Hanne Sørensen Kennet Sørensen;ANDET
Dennis Schiermacher Kristoffer Jonassen Jonathan Lålå Nielsen Mads Skovby Hansen;ANDET
"Inger Kongsgaard Jakobsen Jeg er hver eneste dag sammen med kvinder som VIRKELIG råber op, og det om alt muligt, og uden almen respekt og pli, så den hypotese syntes jeg at vi kan placere under den ""tro"" som du selv nævner ;-)";ANDET
Mathilda Fenger og Sandra Serup ???;ANDET
Metallica, Gentofte Stadion 1993. Det var godt!!! :-);ANDET
Sludder EU er den eneste chance vi har for at stoppe flygtningene, vi kan ikke gøre det selv, selv om vi gerne ville.. Sålænge vi ikke kan indrømme det, så har vi et problem.;ANDET
OMG! DET SÅ FUCKING SJOVT;ANDET
Omg hvor er det pinligt;ANDET
Michael Andersen, Karl Dahlgaard ??;ANDET
Det ved jeg ikke - måske et par års SU????;ANDET
De radikale har ofte mærkelige ideer.;ANDET
Merima Lila Huskovi? små biler, så skulle de sætte sig ind i en golf 2 eller yugo;ANDET
Jacob Kidmose Jensen - ??;ANDET
Det er rystende, pas på de ikke skummer over;ANDET
Tommy Møller : Sludder det giver i aller højeste grad mening, at gå tilbage i historien for eller kan man jo løbe fra alt. Skulle vi således heller ikke have stillet f.eks Pol-Pot regimet til ansvar. At gå tilbage til krigen viser netop, at de radikale altid har været fjendtligt over for Danmark.;ANDET
Jeg går da i tøj på grund af ikke at fryse det burde alle jo bare gøre simpelt så hvis varmt klart man er nøgen;ANDET
Line Madsen Luna Toft Pedersen Nanna Welling Nielsen Cecilie Nygaard Larsen Frederikke Toft Rikke-mia Kejs Christiansen Maiken Hoff;ANDET
Det sørger jeg for det sker ?? lang tid siden jeg har set dig på arbejde håber vi snart ses igen ??;ANDET
Claus Røn Lauridsen sådan scorede du aldrig mig ??;ANDET
Rasmus - hvis du vil stave hvis rigtige - altså med h, så tager vi den derfra. Jeg skriver Brajtvajt, fordi jeg synes, det er sjovt, og fordi jeg ikke gider slå op, hvordan hans navn staves. Pointen er, at han ikke skal tage en offensiv plads fra Dolberg - og at han scorer meget få mål - på klubhold og på landshold.;ANDET
Eej trist hahah :((;ANDET
Martin Henriksen skulle løsne sit slips der kommer ikke blod til hans hjerne. Det er ham der er i opposition med det danske værdiggrundlag. Han er slet og ret afskylig.;ANDET
Janus Tobias Madsen Hvad er du så.1. Kan vi magte dem vi har nu, nej vel, integrationen fungerer ikke vel.2. Hvor det ikke en bedre ide, at få dem der allerede er i landet ordenligt integreret i samfundet i stedet for, at oversvømme samfundet med endnu flere folk der ikke vil eller ikke ønsker, at tilpasse sig den nye kultur de helt alene og med fuldt overlæg har valgt, at bo i frem for mange andre lande.3. Var det ikke en bedre ide, at hjælpe dem i deres egen kultur med massiv støtte og med meget store resurser end det er, at hjælpe en meget mindre del her og så skide på alle dem der ikke har pengene til, at rejse igennem et hav af sikre lande inden de når hertil.Ok, såfremt det er, at være facist, at ville hjælpe 10 gange flere i nærområdet end, at hjælpe nogle få heroppe som i mange tilfælde ikke ønsker vores levevis ja så er jeg facist.;ANDET
